순번,의료기관명,시도명,시군구명,주소,형태
14865,금호누리내과의원,서울특별시,성동구,서울특별시 성동구 독서당로 300 2층 (금호동4가) ,의원
14866,수원365치과의원,경기도,수원시 장안구,경기도 수원시 장안구 정조로933번길 6 평화약국 2층 (영화동) ,의원
14867,안민하나의원,경상남도,창원시 성산구,경상남도 창원시 성산구 안민로117번길 8 (안민동  송원상가 201호) ,의원
14868,원이비인후과의원,대구광역시,달성군,대구광역시 달성군 옥포읍 돌미상업로2길 1 3층 ,의원
14869,의료법인 성전의료재단 온스타치과병원,대전광역시,유성구,대전광역시 유성구 유성대로 721-0 (장대동) ,병원
14870,연세류마앤내과의원,서울특별시,강북구,서울특별시 강북구 삼양로 244 2-3층 (미아동) ,의원
14871,서울더블유(W)내과의원 위례점,경기도,하남시,경기도 하남시 위례대로 256 3층 301호 (학암동) ,의원
14872,마을의원,서울특별시,노원구,서울특별시 노원구 상계로1길 14-11 하이웰빙상가 501층 (상계동) ,의원
14873,연세에이스내과의원,서울특별시,서초구,서울특별시 서초구 서초중앙로 39 21세기 병원 5층 (서초동) ,의원
14874,검단스마트내과의원,인천광역시,서구,인천광역시 서구 서로3로 104 신화프라자 4층 401-403호 (당하동) ,의원
14875,더원속내과의원,대구광역시,동구,대구광역시 동구 안심로 358 5층 (동호동) ,의원
14876,강외과의원,경상북도,김천시,경상북도 김천시 김천로 92 1 2층 (평화동) ,의원
14877,덕하연합의원,울산광역시,울주군,울산광역시 울주군 청량읍 삼정로 808 3층 ,의원
14878,다봄이비인후과의원,경기도,김포시,경기도 김포시 김포한강11로 288-27 한강프라자 302 303호 (운양동) ,의원
14879,서울바로본치과의원,경기도,성남시 중원구,경기도 성남시 중원구 광명로 319 2층 (금광동) ,의원
14880,삼성플러스내과의원,경기도,안양시 동안구,경기도 안양시 동안구 흥안대로 524 삼우프라자 3층 (관양동) ,의원
14881,송샘산부인과의원,서울특별시,동작구,서울특별시 동작구 서달로 163 세명빌딩 4 5층 (흑석동) ,의원
14882,편한샘엔도내과의원,경기도,광주시,경기도 광주시 경안로 5 젤존빌딩 4층 401호 (경안동) ,의원
14883,현정의원,경기도,구리시,경기도 구리시 건원대로76번길 34 삼보아파트단지내상가 202 207호 (인창동) ,의원
14884,성모스마일내과의원,강원특별자치도,춘천시,강원특별자치도 춘천시 후석로 294 3층 (후평동) ,의원
14885,내포아산의원,충청남도,예산군,충청남도 예산군 삽교읍 예목로 154 3층 ,의원
14886,닥터오이비인후과의원,서울특별시,노원구,서울특별시 노원구 동일로 1308 정안프라자 2층 (중계동) ,의원
14887,고덕타임내과의원,경기도,평택시,경기도 평택시 고덕로 250 301 302 303호 (고덕동) ,의원
14888,서울하트내과의원,서울특별시,서대문구,서울특별시 서대문구 통일로 448 8층 (홍제동) ,의원
14889,온마음의원,제주특별자치도,제주시,제주특별자치도 제주시 연삼로 548 (일도이동) ,의원
14890,365베스트치과의원,인천광역시,부평구,인천광역시 부평구 마장로 388 2 3층 (청천동) ,의원
14891,홍성의료복지사회적협동조합  우리동네의원,충청남도,홍성군,충청남도 홍성군 홍동면 홍장북로 8-4 ,의원
14892,광주센트럴병원,광주광역시,광산구,광주광역시 광산구 수완로 6-0 A B C동 (신가동) ,병원
14893,신통가정의학과의원,서울특별시,동작구,서울특별시 동작구 동작대로 25-1 3층 (사당동) ,의원
14894,서울닥터한치과의원,서울특별시,중구,서울특별시 중구 퇴계로 452-1 B동 2층 (신당동) ,의원
14895,더건강의원,전북특별자치도,군산시,전북특별자치도 군산시 미룡로 54 지윤빌딩 1층 (미룡동) ,의원
14896,효재의원,제주특별자치도,제주시,제주특별자치도 제주시 서광로 301 4층 (이도일동) ,의원
14897,더원이비인후과의원,대구광역시,중구,대구광역시 중구 달구벌대로 2127 4층 (봉산동) ,의원
14898,루원탑내과의원,인천광역시,서구,인천광역시 서구 봉오대로 255 루원눈담봄 2층 207-210호 (가정동) ,의원
14899,정다운가정의학과의원,경기도,광주시,경기도 광주시 장지1길 28 (장지동) ,의원
14900,다봄아산내과의원,경기도,과천시,경기도 과천시 별양상가3로 14 e편한세상 시티 과천 2층 205-206호 (별양동) ,의원
14901,젤나의원,경기도,부천시 소사구,경기도 부천시 소사구 경인로 216-1 2층 (심곡본동) ,의원
14902,우리허브병원,대구광역시,달성군,대구광역시 달성군 현풍읍 테크노상업로 30 3층-7층 일부  8층  9층 & 테크노상업로 26  6-7층 ,병원
14903,동백에이스의원,경기도,용인시 기흥구,경기도 용인시 기흥구 언동로217번길 45-1 202호 (중동) ,의원
14904,오케이내과심장혈관흉부외과의원,서울특별시,영등포구,서울특별시 영등포구 당산로 83 201 202호 (당산동2가  한화포레나당산) ,의원
14905,두실내과의원,부산광역시,금정구,부산광역시 금정구 중앙대로 1931 구서동 175-37 2층 (구서동) ,의원
14906,서울원플러스의원,서울특별시,강북구,서울특별시 강북구 삼양로 188 2 3층 (미아동) ,의원
14907,강북으뜸내과의원,서울특별시,동대문구,서울특별시 동대문구 전농로 110 1  2층 (답십리동) ,의원
14908,베스트성모이비인후과의원,충청북도,제천시,충청북도 제천시 의림대로 178 (중앙로2가) ,의원
14909,더편한내과의원,서울특별시,중랑구,서울특별시 중랑구 상봉로 131 2층 201-1호 (상봉동  상봉 듀오트리스) ,의원
14910,센텀시티의원,부산광역시,해운대구,부산광역시 해운대구 센텀중앙로 145 상가7동 103-2호 (재송동  더샵센텀파크1차아파트) ,의원
14911,혜민병원,서울특별시,광진구,서울특별시 광진구 자양로 85 (자양동) ,병원
14912,성모바른소아청소년과의원,경기도,수원시 권선구,경기도 수원시 권선구 곡반정로 160 라퍼스트 5층 510 511 517 518호 (곡반정동) ,의원
14913,성모퍼스트내과의원,경기도,수원시 권선구,경기도 수원시 권선구 곡반정로 160 라퍼스트 4층 401-406호 (곡반정동) ,의원
14914,연세청담내과의원,경기도,파주시,경기도 파주시 경의로 1070 호수프라자 305호-308호 (야당동) ,의원
14915,아인내과의원,인천광역시,서구,인천광역시 서구 발산로 6 아인시티 주차타워 401 - 406호 (원당동) ,의원
14916,바로나치과의원,경기도,양주시,경기도 양주시 회천중앙로 248 스타프라자 201호-205호(덕계동) ,의원
14917,메디탑의원,경기도,고양시 일산서구,경기도 고양시 일산서구 중앙로 1420 진영빌딩 2층일부  3층 (주엽동) ,의원
14918,구원식제일가정의학과의원,충청남도,보령시,충청남도 보령시 흥덕로 22 2층 (명천동) ,의원
14919,더퍼스트병원,대구광역시,달성군,대구광역시 달성군 화원읍 비슬로 2463 103호 104호 201호 301호 5층 ,병원
14920,의료법인 서명의료재단 세명종합병원,경상북도,경산시,경상북도 경산시 경안로 208 (중방동) ,병원
14921,성모라임가정의학과의원,서울특별시,서초구,서울특별시 서초구 서초대로 331 정우빌딩 5층 (서초동) ,의원
14922,(의)가산의료재단 광동병원,서울특별시,강남구,서울특별시 강남구 봉은사로 612 (삼성동) ,병원
14923,서울행복내과의원,경기도,과천시,경기도 과천시 과천대로2길 6 과천 테라스 원 4층 402-405호 (갈현동) ,의원
14924,삼례연세의원,전북특별자치도,완주군,전북특별자치도 완주군 삼례읍 동학로 39-2 ,의원
14925,플러스신경과의원,울산광역시,남구,울산광역시 남구 수암로 138 401-2호 (야음동) ,의원
14926,대전보람요양병원,대전광역시,중구,대전광역시 중구 인창로 35 (문창동) ,병원
14927,더편한내과의원,경기도,과천시,경기도 과천시 중앙로 129 고려빌딩 3층 302호 (중앙동) ,의원
14928,백내과의원,세종특별자치시,세종특별자치시,세종특별자치시 조치원읍 조치원2길 5 2-4층 ,의원
14929,서울예우치과의원,서울특별시,강남구,서울특별시 강남구 삼성로133길 8 (청담동  영빌딩 3층) ,의원
14930,마음에치과의원,서울특별시,노원구,서울특별시 노원구 동일로 1101 3층 (공릉동) ,의원
14931,서울초이스내과의원,울산광역시,남구,울산광역시 남구 문수로 376 2층 (옥동) ,의원
14932,정앤최정형외과의원,서울특별시,도봉구,서울특별시 도봉구 도봉로149길 6 1 2층 (방학동) ,의원
14933,더편한장내과의원,인천광역시,남동구,인천광역시 남동구 인하로 616 커뮤니티프라자 5층 505호  506호  507호 (구월동) ,의원
14934,당근정신건강의학과의원,부산광역시,남구,부산광역시 남구 유엔평화로 12 3층 (대연동) ,의원
14935,의료법인 민현의료재단 미래로병원,경상북도,구미시,경상북도 구미시 여헌로 30 (인의동) ,병원
14936,리츠서울내과의원,서울특별시,성북구,서울특별시 성북구 보문로 157 3층 (삼선동5가) ,의원
14937,은헌정정신건강의학과의원,전북특별자치도,전주시 완산구,전북특별자치도 전주시 완산구 백제대로 271 3층 (중화산동2가) ,의원
14938,고척으뜸내과의원,서울특별시,구로구,서울특별시 구로구 경인로43길 49 B동 201호 (고척동  고척아이파크) ,의원
14939,늘가까운비뇨의학과의원,부산광역시,사하구,부산광역시 사하구 낙동대로 214 2층 (괴정동) ,의원
14940,성모수내과의원,서울특별시,동대문구,서울특별시 동대문구 왕산로 60-1 1층 101호 (용두동) ,의원
14941,서종의원,경기도,양평군,경기도 양평군 서종면 북한강로 789 ,의원
14942,주민의원,충청북도,청주시 상당구,충청북도 청주시 상당구 쇠내로 82 (금천동) ,의원
14943,탑아산내과의원,경기도,부천시 원미구,경기도 부천시 원미구 신흥로 187 부천농업협동조합 4층일부호 (중동) ,의원
14944,과천서울플러스내과의원,경기도,과천시,경기도 과천시 관문로 92 힐스테이트 과천중앙 B동 3층 301-305호 (중앙동) ,의원
14945,삼성탑내과의원,경기도,안양시 동안구,경기도 안양시 동안구 시민대로 175 동안프라자빌딩 701 702 703 704 708 709호 (비산동) ,의원
14946,성모늘봄정신건강의학과의원,인천광역시,계양구,인천광역시 계양구 계양대로 38 6층 601호 (작전동) ,의원
14947,든든내과의원,인천광역시,서구,인천광역시 서구 이음대로 479 CS메디칼프라자 301  302호 (당하동) ,의원
14948,회천베스트내과의원,경기도,양주시,경기도 양주시 덕계로 140 진산메디프라자 601호-605호(덕계동) ,의원
14949,보아스이비인후과의원,경기도,성남시 수정구,경기도 성남시 수정구 위례광장로 5 남위례역아이파크 309 310일부호 (창곡동) ,의원
14950,강일바른내과의원,서울특별시,강동구,서울특별시 강동구 아리수로93나길 80 성산타워2 405-410호 (강일동) ,의원
14951,봄빛의원,경기도,하남시,경기도 하남시 미사강변북로 65-1 205호 (선동  미사강변더샵리버포레) ,의원
14952,둔산평안내과의원,대전광역시,서구,대전광역시 서구 둔산로 121 2층 (둔산동) ,의원
14953,장새로내과의원,경기도,성남시 중원구,경기도 성남시 중원구 금빛로 43 401-405호 (금광동) ,의원
14954,안전기지한의원,서울특별시,마포구,서울특별시 마포구 독막로 147-6 2층 (창전동) ,의원
14955,구로바로본365의원,서울특별시,구로구,서울특별시 구로구 고척로 140 제일빌딩 6 7층 (고척동) ,의원
14956,마음행복정신건강의학과의원,대구광역시,북구,대구광역시 북구 동북로 172 3층 (산격동) ,의원
14957,서울성모내과의원,부산광역시,사하구,부산광역시 사하구 다대로 694 6층 (다대동) ,의원
14958,선플란트치과의원,전북특별자치도,군산시,전북특별자치도 군산시 계산로 51 메가플레이스 305호 (지곡동) ,의원
14959,서울조이내과의원,서울특별시,강북구,서울특별시 강북구 도봉로 174 2층 (미아동) ,의원
14960,서울수비뇨의학과의원,충청남도,보령시,충청남도 보령시 번영로 38 한국프라자 3층 301호 (대천동) ,의원
14961,백은경내과의원,서울특별시,도봉구,서울특별시 도봉구 도봉로 727-1 3층 (방학동) ,의원
14962,삼성더건강내과의원,서울특별시,강남구,서울특별시 강남구 선릉로 34 4층 (개포동) ,의원
14963,서울효창의원,서울특별시,용산구,서울특별시 용산구 백범로 259 (효창동  1층  2층) ,의원
14964,나음내과의원,경기도,의정부시,경기도 의정부시 시민로 31 네오타워빌딩 2  3층 (의정부동) ,의원
14965,서울의원,경기도,고양시 덕양구,경기도 고양시 덕양구 통일로 774 2  3  지하층 (관산동) ,의원
14966,이종구의원,경기도,안양시 만안구,경기도 안양시 만안구 안양로 316 3층 (안양동  본프라자) ,의원
14967,세화의원,경상남도,창원시 마산합포구,경상남도 창원시 마산합포구 자산서14길 95 (자산동  상진힐프라자) ,의원
14968,화정메트로내과의원,광주광역시,서구,광주광역시 서구 상무대로 1046 4층 (화정동) ,의원
14969,바로편안성모의원,서울특별시,강서구,서울특별시 강서구 화곡로 429 토피아빌딩 6층 (가양동) ,의원
14970,히포크라타의원,서울특별시,서초구,서울특별시 서초구 잠원로4길 33-2 잠원동 스타빌딩 4층 401호 (잠원동) ,의원
14971,운정스마트내과의원,경기도,파주시,경기도 파주시 청석로 115 반석프라자 401호-403호 (동패동) ,의원
14972,강동연세비뇨의학과의원,서울특별시,강동구,서울특별시 강동구 천호대로 1099 정산타워빌딩 4층 401호 (천호동) ,의원
14973,송정속시원내과의원,광주광역시,광산구,광주광역시 광산구 내상로 23 미강아크로빌딩 3층 301호 (송정동) ,의원
14974,예천정형외과의원,경상북도,예천군,경상북도 예천군 예천읍 군청앞길 16 ,의원
14975,라인정신건강의학과의원,대구광역시,달서구,대구광역시 달서구 구마로 258 2-6층 (송현동) ,의원
14976,김유승내과의원,경기도,수원시 권선구,경기도 수원시 권선구 금곡로102번길 20 센타프라자 401-402호 (금곡동) ,의원
14977,송정가정의학과의원,부산광역시,해운대구,부산광역시 해운대구 송정중앙로 31 2층 (송정동) ,의원
14978,내이로치과의원,서울특별시,중구,서울특별시 중구 다산로 171 5층 (신당동) ,의원
14979,태평서울병원,경기도,성남시 수정구,경기도 성남시 수정구 성남대로 1219 지층-5층 (수진동) ,병원
14980,서울다나운내과의원,대구광역시,북구,대구광역시 북구 도남중앙로7길 20-4 4층 402호-404호 (국우동) ,의원
14981,목동신정형외과의원,서울특별시,양천구,서울특별시 양천구 신정중앙로 103 5층 (신정동) ,의원
14982,서울안녕내과의원,경기도,시흥시,경기도 시흥시 월곶중앙로58번길 5-6 2층 214-220호 (월곶동  시흥 월곶역 블루밍더마크) ,의원
14983,하남별이비인후과의원,경기도,하남시,경기도 하남시 신장동로 142 2층 (신장동) ,의원
14984,네이처비뇨의학과의원 은평점,서울특별시,은평구,서울특별시 은평구 통일로 855-8 연신내진원와이타운 5층 (갈현동) ,의원
14985,서울삼성치과의원,경기도,안양시 동안구,경기도 안양시 동안구 경수대로570번길 10 (호계동) ,의원
14986,조은가정의원,강원특별자치도,원주시,강원특별자치도 원주시 태장둔치길 41 (태장동) ,의원
14987,서울바른성장치과의원,경기도,양주시,경기도 양주시 옥정로 214 3층 302호 (옥정동) ,의원
14988,우리연합의원,충청북도,청주시 서원구,충청북도 청주시 서원구 청남로 2124 리드빌딩 3층 (모충동) ,의원
14989,연세숲내과의원,서울특별시,중랑구,서울특별시 중랑구 양원역로10길 17 B동 5층 501-505호 제이메디컬 (망우동) ,의원
14990,속속린내과의원,경기도,성남시 분당구,경기도 성남시 분당구 동판교로 61 자유퍼스트프라자2 601  602  603호 (백현동) ,의원
14991,365열린우리의원,대구광역시,달서구,대구광역시 달서구 월배로 491 1호 (송현동) ,의원
14992,우리집의원,인천광역시,미추홀구,인천광역시 미추홀구 인주대로 282 301호 (주안동) ,의원
14993,서울웰정신건강의학과의원,서울특별시,강남구,서울특별시 강남구 강남대로 248 목원빌딩 4(일부)층 (도곡동) ,의원
14994,연세원이비인후과의원,서울특별시,중구,서울특별시 중구 서소문로 120 ENA Center 3층 306호 (서소문동) ,의원
14995,속이상쾌한내과의원,충청북도,청주시 흥덕구,충청북도 청주시 흥덕구 오송읍 오송생명11로 48 4층 402 403 404호 ,의원
14996,의료법인자인의료재단(더자인병원),경기도,고양시 덕양구,경기도 고양시 덕양구 중앙로 555  /중앙로557번길 555 /중앙로557번길 14  지하1(일부) 1-6층 (행신동) ,병원
14997,화성정신건강의학과의원,경기도,화성시,경기도 화성시 남양읍 시청로 109 한국프라자 3층 302호 ,의원
14998,연세이상미내과의원,대구광역시,수성구,대구광역시 수성구 동대구로 102 2층 (지산동) ,의원
14999,관악정내과의원,서울특별시,관악구,서울특별시 관악구 봉천로 488 서호빌딩 2층 (봉천동) ,의원
15000,속편한내과의원,서울특별시,성북구,서울특별시 성북구 동소문로 47 부라다리빙텔 1층 2층 (동소문동4가) ,의원
15001,메트로속내과의원,대구광역시,수성구,대구광역시 수성구 화랑로 46 성원넥서스 2층 (만촌동) ,의원
15002,연세웰내과의원,경기도,성남시 분당구,경기도 성남시 분당구 서현로210번길 20 코코프라자 서현동 2층 201-5-27호 (서현동) ,의원
15003,장림한서병원,부산광역시,사하구,부산광역시 사하구 다대로 315 (장림동) ,병원
15004,센트럴위앤장연합의원,대구광역시,수성구,대구광역시 수성구 수성로 180 2층 206 207호 (중동  수성센트럴 화성파크드림) ,의원
15005,강인한소아청소년과의원,서울특별시,은평구,서울특별시 은평구 수색로 322 상가2층 205  206호 (수색동) ,의원
15006,황소내과의원,경기도,파주시,경기도 파주시 가람로116번길 13 제안빌딩 301호-304호 (와동동) ,의원
15007,연세원사랑내과의원,경기도,부천시 오정구,경기도 부천시 오정구 원종로 41 2층전체 (원종동) ,의원
15008,위생의원,광주광역시,남구,광주광역시 남구 서문대로817번길 3-4 (주월동) ,의원
15009,서울바른내과의원,서울특별시,강북구,서울특별시 강북구 삼양로 502 3-4층 (수유동) ,의원
15010,다산우리내과의원,경기도,남양주시,경기도 남양주시 다산중앙로123번길 21-7 신해센트럴타워Ⅰ 201-204호 (다산동) ,의원
15011,제로치과병원,대구광역시,달서구,대구광역시 달서구 조암로 5 5층 501 502 503호 (월성동) ,병원
15012,글로벌가정의학과의원,서울특별시,광진구,서울특별시 광진구 아차산로 546 2층 (광장동) ,의원
15013,서울메디피아의원,서울특별시,금천구,서울특별시 금천구 가산디지털1로 149 201 202호 (가산동  이노플렉스2차) ,의원
15014,예온치과병원,인천광역시,서구,인천광역시 서구 이음4로 6 KR법조타워 5층 전체호 (당하동) ,병원
15015,유레카내과의원,경기도,수원시 영통구,경기도 수원시 영통구 효원로 400 레몬스포렉스 4층 402  403  404호 (매탄동) ,의원
15016,우리내과의원,서울특별시,동작구,서울특별시 동작구 성대로29길 68 2층 (상도동) ,의원
15017,속편한삼성내과의원,경상남도,창원시 성산구,경상남도 창원시 성산구 동산로 122 스카이웰빙파크 2층 203  204  205호 (상남동) ,의원
15018,경주속내과의원,경상북도,경주시,경상북도 경주시 화랑로 109 1-2층 (동부동) ,의원
15019,명인요양병원,대전광역시,동구,대전광역시 동구 산내로1287번길 71-14 (낭월동) ,병원
15020,수원성모이비인후과의원,경기도,수원시 팔달구,경기도 수원시 팔달구 팔달로 59 2층 201  202  203호 (고등동) ,의원
15021,조성용치과의원,서울특별시,강남구,서울특별시 강남구 논현로 98 문화빌딩 2층 1호 (개포동) ,의원
15022,원동매화한의원,경상남도,양산시,경상남도 양산시 원동면 원동로 1586 1층 ,의원
15023,성요셉가정의학과의원,충청남도,부여군,충청남도 부여군 부여읍 사비로 78 지하1층-지상1층 ,의원
15024,중랑365의원,서울특별시,중랑구,서울특별시 중랑구 용마산로 670 B동 2층 215-218호 (망우동  신내역 프라디움 더 테라스) ,의원
15025,연세온가족소아청소년과의원,경기도,성남시 수정구,경기도 성남시 수정구 수정로 286 정인빌딩 3층 (신흥동) ,의원
15026,사이정신건강의학과의원,대구광역시,수성구,대구광역시 수성구 달구벌대로 2480 11층 (범어동) ,의원
15027,늘행복정신건강의학과의원,대구광역시,달서구,대구광역시 달서구 와룡로 186 401동 407호 (감삼동  빌리브 스카이 주상복합) ,의원
15028,구의베스트내과의원,서울특별시,광진구,서울특별시 광진구 아차산로 431 상가1동 201B 202 203 204호 (구의동  강변에스케이뷰) ,의원
15029,단양군보건의료원,충청북도,단양군,충청북도 단양군 단양읍 삼봉로 53 단양군보건의료원 ,보건기관
15030,금왕삼성연합의원,충청북도,음성군,충청북도 음성군 금왕읍 금석로 111 ,의원
15031,코끼리속내과의원,대구광역시,달서구,대구광역시 달서구 상화북로 186 2층 (상인동) ,의원
15032,약수내과의원,서울특별시,중구,서울특별시 중구 동호로 171 그레이스빌딩 5 6층 (신당동) ,의원
15033,마인드정신건강의학과의원,서울특별시,강남구,서울특별시 강남구 압구정로28길 13 3층 (신사동) ,의원
15034,양천에이스내과의원,서울특별시,양천구,서울특별시 양천구 신월로 327 5층 (신정동) ,의원
15035,옥정미래내과의원,경기도,양주시,경기도 양주시 옥정서로 217 옥정프라자 3층 301 302 303호 (옥정동) ,의원
15036,백세메디칼의원,부산광역시,부산진구,부산광역시 부산진구 당감서로98번길 32 2층 (부암동) ,의원
15037,다온의원,경기도,김포시,경기도 김포시 봉화로182번길 26 산호프라자 302 303호 (북변동) ,의원
15038,목동깨비365의원,서울특별시,양천구,서울특별시 양천구 목동중앙북로4길 6 1층 (목동) ,의원
15039,오율의원,경기도,성남시 분당구,경기도 성남시 분당구 정자일로 227 백궁지엔느주차전용빌딩 204 205호 (정자동) ,의원
15040,바른정내과의원,전북특별자치도,익산시,전북특별자치도 익산시 선화로3길 17 파라다이스프라자 4 5층 (모현동1가) ,의원
15041,베테랑병원,부산광역시,연제구,부산광역시 연제구 중앙대로 1098 7-11층 (연산동) ,병원
15042,장이편한내과의원,광주광역시,남구,광주광역시 남구 봉선로25번길 4 3층 (봉선동) ,의원
15043,서울조은내과의원,경기도,부천시 원미구,경기도 부천시 원미구 길주로 111 센타프라자 201 202 203 204호 (상동) ,의원
15044,연세마두병원,경기도,고양시 일산동구,경기도 고양시 일산동구 강석로 123 (마두동  뉴삼창마트) ,병원
15045,목동삼성탑내과의원,서울특별시,양천구,서울특별시 양천구 목동로 210 타운빌딩 6층 601 602호 (목동) ,의원
15046,아시아드내과의원,인천광역시,남동구,인천광역시 남동구 인주대로 664 메인프라자 2차 4층 402호 (구월동) ,의원
15047,장주혜치과의원,서울특별시,종로구,서울특별시 종로구 새문안로5길 31 센터포인트광화문 지하1층 103호 (도렴동) ,의원
15048,삼성다온내과의원,서울특별시,영등포구,서울특별시 영등포구 당산로44길 3 삼성타운 6층 601  602-A호 (당산동5가) ,의원
15049,문내과의원,제주특별자치도,제주시,제주특별자치도 제주시 동광로 86 7·8층 (이도이동) ,의원
15050,서울더블유W내과의원,서울특별시,강북구,서울특별시 강북구 삼양로 258 2층 (미아동) ,의원
15051,제일속시원내과의원,부산광역시,연제구,부산광역시 연제구 아시아드대로 79 3층 (거제동) ,의원
15052,콩콩팥팥내과의원,대전광역시,서구,대전광역시 서구 청사로 120 청원빌딩 3층 (월평동) ,의원
15053,속튼튼의원,경상북도,청도군,경상북도 청도군 청도읍 청화로 154 3층 301호 ,의원
15054,정진홍내과의원,대구광역시,남구,대구광역시 남구 중앙대로 218 2층 (대명동) ,의원
15055,다산센트럴이비인후과의원,경기도,남양주시,경기도 남양주시 다산중앙로123번길 21-5 601-605 610호 (다산동) ,의원
15056,잘보는김내과의원,인천광역시,미추홀구,인천광역시 미추홀구 소성로 150 우성메디토피아 3층 (학익동) ,의원
15057,홈케어의원,경기도,화성시,경기도 화성시 남양읍 시청로 115 2층 (2072-9) ,의원
15058,서문연합의원,대구광역시,서구,대구광역시 서구 큰장로 131 2층 (내당동) ,의원
15059,브레인신경과의원,충청북도,청주시 흥덕구,충청북도 청주시 흥덕구 대농로 56 3층 4층 (복대동) ,의원
15060,기쁨병원,서울특별시,서초구,서울특별시 서초구 서초중앙로 4 기쁨병원 (서초동) ,병원
15061,분당시그니처이비인후과가정의학과의원,경기도,성남시 분당구,경기도 성남시 분당구 황새울로 332 분당문화센터 5층 일부호 (서현동) ,의원
15062,활짝열린의원,서울특별시,노원구,서울특별시 노원구 중계로14길 29 2층 (중계동) ,의원
15063,서울하늘치과의원,서울특별시,동작구,서울특별시 동작구 흑석로 105 2층 3호 (흑석동) ,의원
15064,믿음가는치과의원,서울특별시,동대문구,서울특별시 동대문구 왕산로 186 청량리역 우남SL타워300 5층 503-507호 (전농동) ,의원
15065,휴가정의학과의원,광주광역시,남구,광주광역시 남구 대남대로 57-1 (방림동) ,의원
15066,하내과의원,경상남도,양산시,경상남도 양산시 물금읍 황산로 366 2층 ,의원
15067,루트여성의원,서울특별시,광진구,서울특별시 광진구 능동로 261 지하1층  2-6층 (군자동) ,의원
15068,혜성민가족의원,서울특별시,노원구,서울특별시 노원구 노원로 330 롯데마트 3층 (중계동) ,의원
15069,즐거운제주치과의원,제주특별자치도,제주시,제주특별자치도 제주시 박성내동길 23 1층 (아라이동) ,의원
15070,더나은신경과내과의원,경기도,시흥시,경기도 시흥시 서울대학로264번길 26-12 배곧에토스 3층 (배곧동) ,의원
15071,올바른속내과의원,경상북도,구미시,경상북도 구미시 산호대로31길 19 인동농협4공단지점 3층 (옥계동) ,의원
15072,연세탑내과의원,경기도,고양시 덕양구,경기도 고양시 덕양구 호국로 783 문화빌딩 2층 일부호 (주교동) ,의원
15073,연세365감동치과의원,경기도,수원시 장안구,경기도 수원시 장안구 대평로 72 선일프라자 2층 203  204호 (정자동) ,의원
15074,대전이손내과의원,대전광역시,서구,대전광역시 서구 대덕대로 396 3층 4층일부호 (만년동) ,의원
15075,현신경과의원,부산광역시,연제구,부산광역시 연제구 중앙대로 1098 4층 402호 (연산동) ,의원
15076,한울의원,경기도,안양시 동안구,경기도 안양시 동안구 관악대로106번길 72 201호 (비산동  롯데낙천대아파트상가) ,의원
15077,산성베스트내과의원,경기도,성남시 수정구,경기도 성남시 수정구 희망로 551 4층 (신흥동) ,의원
15078,다선의원,경기도,수원시 장안구,경기도 수원시 장안구 정조로 1039 송죽빌딩 2층 (송죽동) ,의원
15079,상무병원,광주광역시,서구,광주광역시 서구 상무자유로 181-7 (치평동) ,병원
15080,성모하나내과의원,서울특별시,서초구,서울특별시 서초구 서초중앙로 142 삼하빌딩 5층 (서초동),의원
15081,서승표정형외과의원,서울특별시,관악구,서울특별시 관악구 남부순환로 1574 지하1-6층 (신림동) ,의원
15082,의료법인 인산의료재단 자인플러스병원,전북특별자치도,전주시 완산구,전북특별자치도 전주시 완산구 기린대로 227-0 1동 (서노송동 전주열린병원) ,병원
15083,동탄연세맑은내과의원,경기도,화성시,경기도 화성시 동탄반석로 134 10층 (반송동) ,의원
15084,면목연세석내과의원,서울특별시,중랑구,서울특별시 중랑구 면목로 398 2 5 6층 (면목동) ,의원
15085,위라이브병원,충청남도,아산시,충청남도 아산시 탕정면 한들물빛6로 32 5층 507-509호  6-8층 ,병원
15086,아껴주는치과의원,서울특별시,동대문구,서울특별시 동대문구 답십리로 64 4층 (전농동) ,의원
15087,연세조내과의원,인천광역시,서구,인천광역시 서구 검단로768번1길 4 2 3층 (불로동  세인빌딩) ,의원
15088,강동천호내과의원,서울특별시,강동구,서울특별시 강동구 올림픽로 664 2층 (천호동  대우한강베네시티) ,의원
15089,혜성병원,경기도,남양주시,경기도 남양주시 경춘로1308번길 4 1층일부-10층 (평내동) ,병원
15090,러스크서울병원,서울특별시,중랑구,서울특별시 중랑구 망우로 470 (망우동) ,병원
15091,속속연합내과의원,대구광역시,동구,대구광역시 동구 동촌로 225 3층 (방촌동) ,의원
15092,서울재생치과의원,서울특별시,서대문구,서울특별시 서대문구 신촌로 93 광신빌딩 3층 302 303호 (창천동) ,의원
15093,청당메디컬의원,충청남도,천안시 동남구,충청남도 천안시 동남구 청당5로 36 2층 205호 (청당동) ,의원
15094,바른결내과의원,서울특별시,송파구,서울특별시 송파구 중대로 118 에이치빌딩 4 5층 (가락동) ,의원
15095,연세꿈꾸는아이치과의원,경기도,성남시 수정구,경기도 성남시 수정구 희망로 551 502 504 505호 (신흥동) ,의원
15096,신길정성치과의원,서울특별시,영등포구,서울특별시 영등포구 가마산로 480 S.J빌딩 301호 (신길동) ,의원
15097,부산튼튼365의원,부산광역시,기장군,부산광역시 기장군 기장읍 차성로288번길 57 2층 일부  3층 ,의원
